date,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,temp,humidity,wind_speed,aqi_pm25,aqi_pm10,aqi,month,day,day_of_week,pm2_5_lag_1d,pm2_5_lag_2d,aqi_lag_1d
2025-10-11,41.45,74.15,27.46,19.73,727.33,74.17,27.22,65.25,6.38,116.0,60.0,116.0,10.0,11.0,5.0,38.86,40.53,109.0
2025-10-12,38.38,60.28,24.3,18.88,582.92,86.0,27.88,57.92,7.21,108.0,54.0,108.0,10.0,12.0,6.0,41.45,38.86,116.0
2025-10-13,38.28,52.0,22.25,16.25,603.58,88.96,27.55,61.67,8.0,108.0,48.0,108.0,10.0,13.0,0.0,38.38,41.45,108.0
2025-10-14,35.16,43.96,22.58,16.26,526.79,90.62,27.72,61.62,8.88,100.0,41.0,100.0,10.0,14.0,1.0,38.28,38.38,108.0
2025-10-15,29.35,33.62,21.59,16.02,524.12,99.33,28.06,54.21,9.53,87.0,31.0,87.0,10.0,15.0,2.0,35.16,38.28,100.0
2025-10-16,29.2,32.49,25.17,18.54,637.5,101.62,29.0,42.42,8.4,87.0,30.0,87.0,10.0,16.0,3.0,29.35,35.16,87.0
2025-10-17,32.48,38.98,31.0,20.0,693.54,99.46,28.97,38.96,7.46,94.0,36.0,94.0,10.0,17.0,4.0,29.2,29.35,87.0
2025-10-18,32.41,38.51,31.22,21.34,739.12,101.04,28.43,55.12,8.05,94.0,36.0,94.0,10.0,18.0,5.0,32.48,29.2,94.0
2025-10-19,27.48,35.05,26.75,19.0,621.58,92.88,28.76,51.54,9.0,83.0,32.0,83.0,10.0,19.0,6.0,32.41,32.48,94.0
2025-10-20,24.11,30.43,28.6,18.01,595.75,89.67,29.17,43.38,8.73,76.0,28.0,76.0,10.0,20.0,0.0,27.48,32.41,83.0
2025-10-21,33.78,40.35,37.33,19.93,886.67,77.96,29.53,39.33,7.01,97.0,37.0,97.0,10.0,21.0,1.0,24.11,27.48,76.0
2025-10-22,36.17,43.61,32.32,16.12,702.25,91.83,31.04,29.0,10.34,103.0,40.0,103.0,10.0,22.0,2.0,33.78,24.11,97.0
2025-10-23,38.77,49.9,43.9,18.19,902.75,82.25,29.82,33.17,7.59,109.0,46.0,109.0,10.0,23.0,3.0,36.17,33.78,103.0
2025-10-24,36.7,41.85,52.96,21.52,1223.25,75.67,29.74,31.75,7.47,104.0,39.0,104.0,10.0,24.0,4.0,38.77,36.17,109.0
2025-10-25,27.22,31.0,36.4,14.69,1102.42,84.54,30.21,27.04,7.56,83.0,29.0,83.0,10.0,25.0,5.0,36.7,38.77,104.0
2025-10-26,22.81,25.68,19.08,11.35,571.29,100.79,30.64,23.71,12.33,74.0,24.0,74.0,10.0,26.0,6.0,27.22,36.7,83.0
2025-10-27,24.96,28.95,13.75,10.78,506.54,105.17,30.4,24.58,15.67,78.0,27.0,78.0,10.0,27.0,0.0,22.81,27.22,74.0
2025-10-28,34.65,41.33,11.39,13.06,500.46,115.04,29.46,32.58,16.59,98.0,38.0,98.0,10.0,28.0,1.0,24.96,22.81,78.0
2025-10-29,35.02,39.1,12.06,11.47,469.79,100.21,28.97,36.12,16.18,99.0,36.0,99.0,10.0,29.0,2.0,34.65,24.96,98.0
2025-10-30,31.92,36.17,15.21,11.09,464.75,91.92,29.49,35.62,14.62,93.0,33.0,93.0,10.0,30.0,3.0,35.02,34.65,99.0
2025-10-31,55.72,68.83,28.83,19.46,929.04,89.0,29.55,34.67,7.62,151.0,58.0,151.0,10.0,31.0,4.0,31.92,35.02,93.0
2025-11-01,72.42,82.18,50.03,24.84,1176.83,68.67,27.8,38.75,7.79,160.0,64.0,160.0,11.0,1.0,5.0,55.72,31.92,151.0
2025-11-02,54.9,61.38,43.22,26.95,963.5,70.54,27.46,50.58,7.99,149.0,54.0,149.0,11.0,2.0,6.0,72.42,55.72,160.0
2025-11-03,33.17,56.49,23.44,14.12,710.79,60.38,25.77,77.83,9.14,95.0,52.0,95.0,11.0,3.0,0.0,54.9,72.42,149.0
2025-11-04,28.04,45.04,22.22,12.62,452.88,69.42,28.22,45.58,12.67,85.0,42.0,85.0,11.0,4.0,1.0,33.17,54.9,95.0
2025-11-05,31.83,44.78,35.86,13.62,984.67,65.5,27.17,23.54,8.99,92.0,41.0,92.0,11.0,5.0,2.0,28.04,33.17,85.0
2025-11-06,52.15,67.57,48.85,26.75,1097.29,73.12,25.07,38.58,6.88,142.0,57.0,142.0,11.0,6.0,3.0,31.83,28.04,92.0
2025-11-07,43.67,61.51,34.07,19.54,796.46,74.08,24.7,51.54,7.66,121.0,54.0,121.0,11.0,7.0,4.0,52.15,31.83,142.0
2025-11-08,42.45,55.75,30.42,17.96,936.08,73.25,23.88,66.75,7.51,118.0,51.0,118.0,11.0,8.0,5.0,43.67,52.15,121.0
2025-11-09,43.54,70.75,38.69,22.98,1460.04,51.33,23.62,68.88,5.54,121.0,59.0,121.0,11.0,9.0,6.0,42.45,43.67,118.0
2025-11-10,35.01,48.02,41.15,23.08,1276.0,53.38,23.5,66.38,5.6,99.0,44.0,99.0,11.0,10.0,0.0,43.54,42.45,121.0
2025-11-11,41.22,48.5,47.51,30.45,1232.25,55.96,23.35,69.29,5.35,115.0,45.0,115.0,11.0,11.0,1.0,35.01,43.54,99.0
2025-11-12,31.22,37.9,39.43,25.24,819.25,65.46,23.72,70.0,6.52,91.0,35.0,91.0,11.0,12.0,2.0,41.22,35.01,115.0
2025-11-13,27.47,38.18,29.78,25.4,778.92,79.12,23.95,67.38,6.91,83.0,35.0,83.0,11.0,13.0,3.0,31.22,41.22,91.0
2025-11-14,27.65,34.76,33.6,23.96,808.12,68.92,23.92,60.25,7.52,84.0,32.0,84.0,11.0,14.0,4.0,27.47,31.22,83.0
2025-11-15,29.58,34.16,40.05,25.22,875.08,64.83,23.97,48.46,7.79,88.0,32.0,88.0,11.0,15.0,5.0,27.65,27.47,84.0
2025-11-16,30.93,31.5,46.45,24.38,1228.58,71.12,24.54,37.79,7.06,91.0,29.0,91.0,11.0,16.0,6.0,29.58,27.65,88.0
2025-11-17,34.17,34.7,48.02,33.01,1008.71,79.75,23.68,40.0,6.55,97.0,32.0,97.0,11.0,17.0,0.0,30.93,29.58,91.0
2025-11-18,41.91,44.12,42.6,32.35,781.0,78.58,23.23,58.08,6.52,117.0,41.0,117.0,11.0,18.0,1.0,34.17,30.93,97.0
2025-11-19,41.47,44.09,40.72,30.62,810.96,73.75,23.06,62.79,6.57,116.0,41.0,116.0,11.0,19.0,2.0,41.91,34.17,117.0
2025-11-20,35.57,36.72,31.76,30.13,801.42,84.17,23.14,66.67,7.02,101.0,34.0,101.0,11.0,20.0,3.0,41.47,41.91,116.0
2025-11-21,40.09,40.99,41.77,33.31,956.54,72.08,23.56,54.5,6.43,112.0,38.0,112.0,11.0,21.0,4.0,35.57,41.47,101.0
2025-11-22,55.26,59.16,43.88,30.61,1009.54,80.21,23.49,50.71,6.83,150.0,53.0,150.0,11.0,22.0,5.0,40.09,35.57,112.0
2025-11-23,65.78,72.98,48.75,33.47,1134.46,68.58,22.94,52.67,6.59,156.0,60.0,156.0,11.0,23.0,6.0,55.26,40.09,150.0
2025-11-24,48.92,51.74,48.6,25.59,1151.08,60.67,22.87,43.79,7.2,134.0,48.0,134.0,11.0,24.0,0.0,65.78,55.26,156.0
2025-11-25,38.79,40.38,25.95,19.06,720.46,90.62,22.96,32.25,10.22,109.0,37.0,109.0,11.0,25.0,1.0,48.92,65.78,134.0
2025-11-26,38.55,39.61,26.62,18.62,862.38,92.25,23.3,30.54,7.7,109.0,37.0,109.0,11.0,26.0,2.0,38.79,48.92,109.0
2025-11-27,33.68,34.63,16.08,16.18,617.71,103.5,22.91,28.04,12.01,96.0,32.0,96.0,11.0,27.0,3.0,38.55,38.79,109.0
2025-11-28,37.54,38.53,16.44,20.42,704.5,111.29,22.47,29.08,11.85,106.0,36.0,106.0,11.0,28.0,4.0,33.68,38.55,96.0
2025-11-29,40.78,41.71,19.54,23.71,797.29,112.62,22.25,31.79,10.0,114.0,39.0,114.0,11.0,29.0,5.0,37.54,33.68,106.0
2025-11-30,35.73,36.28,32.07,28.13,915.29,92.38,21.69,36.25,7.85,102.0,34.0,102.0,11.0,30.0,6.0,40.78,37.54,114.0
2025-12-01,30.06,34.98,42.71,23.47,1097.62,54.92,21.41,47.58,7.03,89.0,32.0,89.0,12.0,1.0,0.0,35.73,40.78,102.0
2025-12-02,40.03,49.65,49.77,35.85,1257.21,62.79,20.69,43.12,6.21,112.0,46.0,112.0,12.0,2.0,1.0,30.06,35.73,89.0
2025-12-03,25.77,27.22,24.37,15.79,664.0,85.67,21.31,27.42,10.0,80.0,25.0,80.0,12.0,3.0,2.0,40.03,30.06,112.0
2025-12-04,25.92,26.68,19.91,17.47,752.25,90.04,22.32,26.54,8.62,80.0,25.0,80.0,12.0,4.0,3.0,25.77,40.03,80.0
2025-12-05,22.05,22.23,27.53,18.36,1134.67,78.38,21.66,32.79,6.56,72.0,21.0,72.0,12.0,5.0,4.0,25.92,25.77,80.0
2025-12-06,25.0,25.2,21.17,14.9,720.29,80.75,22.81,28.04,10.12,78.0,23.0,78.0,12.0,6.0,5.0,22.05,25.92,72.0
2025-12-07,45.61,45.92,33.7,22.01,928.08,70.75,22.49,27.96,7.15,126.0,43.0,126.0,12.0,7.0,6.0,25.0,22.05,78.0
2025-12-08,29.92,30.24,31.89,16.76,931.71,71.25,22.65,28.92,6.86,88.0,28.0,88.0,12.0,8.0,0.0,45.61,25.0,126.0
2025-12-09,27.79,29.22,34.02,23.86,1244.17,74.75,22.75,32.5,6.22,84.0,27.0,84.0,12.0,9.0,1.0,29.92,45.61,88.0
2025-12-10,29.77,30.11,49.18,32.23,1229.42,56.33,21.56,42.75,5.79,88.0,28.0,88.0,12.0,10.0,2.0,27.79,29.92,84.0
2025-12-11,25.58,28.98,42.1,26.47,1121.5,62.38,20.72,75.42,5.23,79.0,27.0,79.0,12.0,11.0,3.0,29.77,27.79,88.0
2025-12-12,26.55,29.63,39.92,21.72,842.62,54.67,20.27,80.5,6.16,81.0,27.0,81.0,12.0,12.0,4.0,25.58,29.77,79.0
2025-12-13,23.23,25.38,34.68,21.36,936.62,60.96,21.6,72.5,5.93,74.0,23.0,74.0,12.0,13.0,5.0,26.55,25.58,81.0
2025-12-14,37.12,40.6,47.24,31.77,1077.88,56.29,21.13,63.21,6.16,105.0,38.0,105.0,12.0,14.0,6.0,23.23,26.55,74.0
2025-12-15,57.43,61.25,28.72,20.38,924.29,85.96,21.6,44.96,8.06,152.0,54.0,152.0,12.0,15.0,0.0,37.12,23.23,105.0
2025-12-16,50.3,52.82,13.92,20.05,957.17,107.38,22.14,43.46,12.0,137.0,49.0,137.0,12.0,16.0,1.0,57.43,37.12,152.0
2025-12-17,50.11,52.27,23.38,25.28,1051.67,99.04,22.39,40.17,9.93,137.0,48.0,137.0,12.0,17.0,2.0,50.3,57.43,137.0
2025-12-18,43.39,45.95,40.09,32.29,1180.12,82.92,21.55,45.38,7.16,120.0,43.0,120.0,12.0,18.0,3.0,50.11,50.3,137.0
2025-12-19,49.46,51.73,47.08,30.17,1752.42,81.29,22.57,43.33,5.72,135.0,48.0,135.0,12.0,19.0,4.0,43.39,50.11,120.0
2025-12-20,59.3,61.27,54.96,34.95,1492.62,72.75,23.25,48.46,4.72,153.0,54.0,153.0,12.0,20.0,5.0,49.46,43.39,135.0
2025-12-21,33.99,44.04,32.95,19.48,952.71,58.71,22.52,72.12,5.95,97.0,41.0,97.0,12.0,21.0,6.0,59.3,49.46,153.0
2025-12-22,35.3,46.13,35.92,20.67,787.5,64.79,22.2,50.33,7.28,100.0,43.0,100.0,12.0,22.0,0.0,33.99,59.3,97.0
2025-12-23,53.18,57.99,22.47,22.96,800.96,91.38,22.01,48.17,10.09,145.0,52.0,145.0,12.0,23.0,1.0,35.3,33.99,100.0
2025-12-24,38.01,44.76,34.44,21.7,861.88,72.08,20.65,46.46,7.58,107.0,41.0,107.0,12.0,24.0,2.0,53.18,35.3,145.0
2025-12-25,44.02,47.16,46.88,36.74,972.83,61.92,19.58,56.67,6.1,122.0,44.0,122.0,12.0,25.0,3.0,38.01,53.18,107.0
2025-12-26,39.87,42.45,38.34,32.72,964.46,63.71,19.71,67.25,5.96,112.0,39.0,112.0,12.0,26.0,4.0,44.02,38.01,122.0
2025-12-27,49.38,51.54,55.16,32.5,954.75,69.42,20.16,49.21,7.04,135.0,48.0,135.0,12.0,27.0,5.0,39.87,44.02,112.0
2025-12-28,41.17,41.78,49.14,33.56,974.79,70.46,20.31,42.54,6.66,115.0,39.0,115.0,12.0,28.0,6.0,49.38,39.87,135.0
2025-12-29,46.64,47.6,37.5,33.36,1040.88,83.46,20.22,47.92,6.79,128.0,44.0,128.0,12.0,29.0,0.0,41.17,49.38,115.0
2025-12-30,46.46,48.9,27.98,20.53,1119.88,75.75,20.45,68.0,7.26,128.0,45.0,128.0,12.0,30.0,1.0,46.64,41.17,128.0
2025-12-31,20.2,31.64,26.5,15.2,627.92,65.17,21.17,64.42,9.61,68.0,29.0,68.0,12.0,31.0,2.0,46.46,46.64,128.0
2026-01-01,50.88,64.73,41.08,23.55,951.38,62.21,19.88,59.88,6.55,139.0,56.0,139.0,1.0,1.0,3.0,20.2,46.46,68.0
2026-01-02,56.7,78.38,45.85,27.08,1000.83,62.46,19.78,53.38,6.89,152.0,63.0,152.0,1.0,2.0,4.0,50.88,20.2,139.0
2026-01-03,53.38,67.83,48.02,30.7,1212.79,67.12,18.87,57.83,5.76,145.0,57.0,145.0,1.0,3.0,5.0,56.7,50.88,152.0
2026-01-04,60.02,97.15,41.81,30.44,1132.58,64.29,18.92,71.58,5.92,153.0,72.0,153.0,1.0,4.0,6.0,53.38,56.7,145.0
2026-01-05,57.58,87.32,48.15,29.89,1032.96,71.62,19.58,67.17,5.99,152.0,67.0,152.0,1.0,5.0,0.0,60.02,53.38,153.0
2026-01-06,38.09,46.18,20.4,14.17,743.83,91.33,20.0,48.79,10.03,107.0,43.0,107.0,1.0,6.0,1.0,57.58,60.02,152.0
2026-01-07,41.41,46.3,15.15,14.58,648.17,99.58,19.08,44.75,11.74,116.0,43.0,116.0,1.0,7.0,2.0,38.09,57.58,107.0
2026-01-08,30.03,31.17,16.17,13.68,687.25,97.04,18.11,37.67,12.2,89.0,29.0,89.0,1.0,8.0,3.0,41.41,38.09,116.0
2026-01-09,23.98,25.35,24.69,16.36,917.0,89.29,17.8,35.54,7.49,76.0,23.0,76.0,1.0,9.0,4.0,30.03,41.41,89.0
2026-01-10,28.81,30.32,27.64,20.88,940.88,89.58,18.07,34.96,8.45,86.0,28.0,86.0,1.0,10.0,5.0,23.98,30.03,76.0
2026-01-11,35.57,37.68,20.1,15.29,784.5,90.04,17.43,37.46,9.58,101.0,35.0,101.0,1.0,11.0,6.0,28.81,23.98,86.0
2026-01-12,50.07,52.33,40.41,25.56,1271.42,87.5,16.95,49.08,6.17,137.0,48.0,137.0,1.0,12.0,0.0,35.57,28.81,101.0
2026-01-13,42.85,44.47,46.78,26.57,1513.92,70.67,18.25,46.46,5.68,119.0,41.0,119.0,1.0,13.0,1.0,50.07,35.57,137.0
2026-01-14,42.52,49.11,41.22,21.89,1540.33,54.92,19.28,60.58,5.4,118.0,45.0,118.0,1.0,14.0,2.0,42.85,50.07,119.0
2026-01-15,33.8,40.77,37.29,19.06,1272.92,57.04,20.64,77.25,6.26,97.0,38.0,97.0,1.0,15.0,3.0,42.52,42.85,118.0
2026-01-16,40.3,49.57,45.65,22.12,1285.71,48.58,20.85,73.08,6.5,113.0,46.0,113.0,1.0,16.0,4.0,33.8,42.52,97.0
2026-01-17,29.39,55.89,25.87,14.28,600.58,70.29,21.96,69.67,8.58,87.0,51.0,87.0,1.0,17.0,5.0,40.3,33.8,113.0
2026-01-18,33.38,55.26,29.68,22.97,1092.54,68.04,20.56,69.67,6.48,96.0,51.0,96.0,1.0,18.0,6.0,29.39,40.3,87.0
2026-01-19,41.37,86.98,32.68,20.55,1207.0,60.88,20.48,68.67,5.72,115.0,67.0,115.0,1.0,19.0,0.0,33.38,29.39,96.0
2026-01-20,33.04,61.52,28.82,18.52,1233.62,61.88,20.05,58.5,5.67,95.0,54.0,95.0,1.0,20.0,1.0,41.37,33.38,115.0
2026-01-21,29.65,45.05,31.89,21.15,895.0,62.67,19.55,62.54,6.13,88.0,42.0,88.0,1.0,21.0,2.0,33.04,41.37,95.0
2026-01-22,30.3,59.35,31.52,15.95,758.71,55.12,18.81,68.25,11.61,89.0,53.0,89.0,1.0,22.0,3.0,29.65,33.04,88.0
2026-01-23,34.1,114.63,19.87,16.79,397.29,69.17,13.6,42.88,11.81,97.0,81.0,97.0,1.0,23.0,4.0,30.3,29.65,89.0
2026-01-24,25.99,53.33,23.47,11.77,522.42,65.92,14.59,42.62,12.42,80.0,49.0,80.0,1.0,24.0,5.0,34.1,30.3,97.0
2026-01-25,20.32,23.5,12.15,10.99,581.42,88.79,15.71,37.5,15.31,68.0,22.0,68.0,1.0,25.0,6.0,25.99,34.1,80.0
2026-01-26,25.52,27.08,22.72,20.17,577.04,93.29,17.1,37.42,11.48,79.0,25.0,79.0,1.0,26.0,0.0,20.32,25.99,68.0
2026-01-27,19.14,23.96,23.43,25.48,745.04,83.58,17.78,40.08,8.05,66.0,22.0,66.0,1.0,27.0,1.0,25.52,20.32,79.0
2026-01-28,34.77,38.36,44.56,25.06,1053.46,62.92,18.56,47.96,7.23,99.0,36.0,99.0,1.0,28.0,2.0,19.14,25.52,66.0
2026-01-29,25.44,32.8,32.39,15.87,752.96,69.62,19.01,44.25,8.11,79.0,30.0,79.0,1.0,29.0,3.0,34.77,19.14,99.0
2026-01-30,23.8,31.52,29.68,18.01,701.29,83.88,19.46,44.33,9.05,76.0,29.0,76.0,1.0,30.0,4.0,25.44,34.77,79.0
2026-01-31,34.82,41.52,34.41,24.05,850.38,83.88,19.45,50.58,7.57,99.0,38.0,99.0,1.0,31.0,5.0,23.8,25.44,76.0
2026-02-01,31.22,50.67,28.8,18.58,862.62,71.83,20.46,70.12,6.61,91.0,47.0,91.0,2.0,1.0,6.0,34.82,23.8,99.0
2026-02-02,37.47,53.72,37.17,16.88,807.29,61.96,21.99,50.96,7.85,106.0,50.0,106.0,2.0,2.0,0.0,31.22,34.82,91.0
2026-02-03,44.28,66.03,38.63,16.51,871.29,64.29,22.34,43.04,8.27,123.0,56.0,123.0,2.0,3.0,1.0,37.47,31.22,106.0
2026-02-04,29.32,40.3,26.33,12.6,655.46,76.29,23.37,35.29,11.21,87.0,37.0,87.0,2.0,4.0,2.0,44.28,37.47,123.0
2026-02-05,39.65,45.97,30.15,19.02,831.17,85.33,23.69,33.25,10.72,111.0,43.0,111.0,2.0,5.0,3.0,29.32,44.28,87.0
2026-02-06,32.43,36.19,37.12,23.35,818.54,83.79,22.17,43.25,7.85,94.0,34.0,94.0,2.0,6.0,4.0,39.65,29.32,111.0
2026-02-07,36.36,48.88,30.37,20.2,904.54,81.17,21.92,72.08,7.01,103.0,45.0,103.0,2.0,7.0,5.0,32.43,39.65,94.0
2026-02-08,48.85,61.92,40.03,25.62,965.83,69.92,21.37,72.46,6.49,134.0,54.0,134.0,2.0,8.0,6.0,36.36,32.43,103.0
2026-02-09,32.27,59.99,19.39,12.13,441.33,63.83,22.1,75.17,10.91,93.0,53.0,93.0,2.0,9.0,0.0,48.85,36.36,134.0
2026-02-10,33.66,68.81,21.74,14.14,545.5,74.5,22.8,74.88,7.72,96.0,58.0,96.0,2.0,10.0,1.0,32.27,48.85,93.0
2026-02-11,46.88,60.78,29.91,17.47,689.5,79.08,23.99,49.0,11.34,129.0,54.0,129.0,2.0,11.0,2.0,33.66,32.27,96.0
2026-02-12,39.11,48.23,28.6,18.54,655.46,89.21,23.75,44.54,8.85,110.0,45.0,110.0,2.0,12.0,3.0,46.88,33.66,129.0
2026-02-13,44.22,56.47,40.29,26.05,905.96,69.96,22.44,69.08,7.43,122.0,52.0,122.0,2.0,13.0,4.0,39.11,46.88,110.0
2026-02-14,25.79,32.59,28.25,18.82,739.29,67.46,21.98,77.79,6.68,80.0,30.0,80.0,2.0,14.0,5.0,44.22,39.11,122.0
2026-02-15,33.26,54.07,26.35,17.33,527.17,61.46,21.96,84.62,7.38,95.0,51.0,95.0,2.0,15.0,6.0,25.79,44.22,80.0
2026-02-16,31.88,52.18,22.87,14.08,458.21,65.46,22.57,75.58,9.95,93.0,48.0,93.0,2.0,16.0,0.0,33.26,25.79,95.0
2026-02-17,30.87,53.4,27.46,20.99,865.54,73.08,21.91,75.38,5.66,90.0,49.0,90.0,2.0,17.0,1.0,31.88,33.26,93.0
2026-02-18,32.35,48.4,25.96,18.68,656.5,94.46,21.73,57.25,8.78,94.0,45.0,94.0,2.0,18.0,2.0,30.87,31.88,90.0
2026-02-19,26.92,38.4,19.7,12.57,566.75,97.88,24.88,39.71,12.28,82.0,36.0,82.0,2.0,19.0,3.0,32.35,30.87,94.0
2026-02-20,25.73,40.83,14.32,10.62,484.88,107.71,26.07,33.12,13.02,80.0,38.0,80.0,2.0,20.0,4.0,26.92,32.35,82.0
2026-02-21,34.57,80.94,17.83,16.71,554.17,125.42,25.59,38.04,10.56,98.0,64.0,98.0,2.0,21.0,5.0,25.73,26.92,80.0
2026-02-22,30.97,49.99,24.58,16.72,548.54,102.38,23.71,69.46,9.77,91.0,46.0,91.0,2.0,22.0,6.0,34.57,25.73,98.0
2026-02-23,33.97,61.89,25.9,16.64,641.21,88.79,23.66,75.04,7.82,97.0,54.0,97.0,2.0,23.0,0.0,30.97,34.57,91.0
2026-02-24,32.58,62.95,25.93,14.46,819.67,76.08,23.95,70.12,7.29,94.0,55.0,94.0,2.0,24.0,1.0,33.97,30.97,97.0
2026-02-25,27.91,37.72,28.72,18.89,699.29,74.12,24.17,65.79,7.59,84.0,35.0,84.0,2.0,25.0,2.0,32.58,33.97,94.0
2026-02-26,22.49,29.92,20.68,13.55,545.46,77.38,24.67,69.58,8.79,73.0,28.0,73.0,2.0,26.0,3.0,27.91,32.58,84.0
2026-02-27,23.98,40.58,16.62,12.84,386.0,85.79,24.3,70.67,12.0,76.0,38.0,76.0,2.0,27.0,4.0,22.49,27.91,73.0
2026-02-28,26.35,62.93,18.56,13.17,401.29,90.54,24.35,74.12,10.7,81.0,55.0,81.0,2.0,28.0,5.0,23.98,22.49,76.0
2026-03-01,26.29,44.64,22.19,16.55,479.67,84.17,23.46,78.21,8.05,81.0,41.0,81.0,3.0,1.0,6.0,26.35,23.98,81.0
2026-03-02,28.27,47.05,26.83,17.19,509.46,85.33,23.64,79.96,7.77,85.0,44.0,85.0,3.0,2.0,0.0,26.29,26.35,81.0
2026-03-03,28.15,47.26,28.64,19.42,570.96,79.25,24.15,74.79,7.67,85.0,44.0,85.0,3.0,3.0,1.0,28.27,26.29,85.0
2026-03-04,25.46,43.4,21.98,15.12,382.58,74.33,23.18,75.96,9.32,79.0,40.0,79.0,3.0,4.0,2.0,28.15,28.27,85.0
2026-03-05,15.25,22.39,14.88,10.88,332.92,76.54,23.68,74.62,12.89,58.0,21.0,58.0,3.0,5.0,3.0,25.46,28.15,79.0
2026-03-06,23.12,50.05,13.91,10.84,306.08,70.5,24.97,79.25,13.27,74.0,46.0,74.0,3.0,6.0,4.0,15.25,25.46,58.0
2026-03-07,33.34,88.25,20.27,13.99,508.79,80.67,25.17,81.62,8.3,96.0,67.0,96.0,3.0,7.0,5.0,23.12,15.25,74.0
2026-03-08,35.47,60.15,30.29,17.09,515.29,87.38,24.28,84.33,6.23,101.0,54.0,101.0,3.0,8.0,6.0,33.34,23.12,96.0
2026-03-09,35.68,65.1,36.13,19.5,540.79,68.12,25.34,74.21,6.63,101.0,56.0,101.0,3.0,9.0,0.0,35.47,33.34,101.0
2026-03-10,26.35,47.92,28.92,15.87,430.21,65.0,25.45,72.17,8.34,81.0,44.0,81.0,3.0,10.0,1.0,35.68,35.47,101.0
2026-03-11,35.12,83.9,22.95,14.1,467.83,64.75,24.94,80.5,8.88,99.0,65.0,99.0,3.0,11.0,2.0,26.35,35.68,81.0
2026-03-12,43.74,107.53,19.64,12.32,462.46,71.62,27.78,51.83,10.3,121.0,77.0,121.0,3.0,12.0,3.0,35.12,26.35,99.0
2026-03-13,54.32,148.16,23.81,20.05,707.42,73.62,26.86,50.21,9.35,147.0,97.0,147.0,3.0,13.0,4.0,43.74,35.12,121.0
2026-03-14,31.74,79.82,17.28,12.59,459.33,77.88,27.01,56.79,11.48,92.0,63.0,92.0,3.0,14.0,5.0,54.32,43.74,147.0
2026-03-15,18.87,46.48,15.89,10.52,451.58,86.08,28.38,46.0,11.61,65.0,43.0,65.0,3.0,15.0,6.0,31.74,54.32,92.0
2026-03-16,19.75,55.6,15.85,11.24,408.58,82.96,27.88,47.46,11.86,67.0,51.0,67.0,3.0,16.0,0.0,18.87,31.74,65.0
2026-03-17,17.84,38.31,19.18,13.51,441.25,80.0,25.88,73.25,9.68,63.0,35.0,63.0,3.0,17.0,1.0,19.75,18.87,67.0
2026-03-18,23.7,37.94,22.83,17.98,719.04,66.67,25.79,80.71,7.64,75.0,35.0,75.0,3.0,18.0,2.0,17.84,19.75,63.0
2026-03-19,28.89,68.18,30.1,20.32,861.96,65.29,22.88,77.08,5.1,86.0,58.0,86.0,3.0,19.0,3.0,23.7,17.84,75.0
2026-03-20,30.87,73.95,31.36,19.11,698.0,64.25,23.15,74.12,6.59,90.0,60.0,90.0,3.0,20.0,4.0,28.89,23.7,86.0
2026-03-21,22.65,41.42,21.45,14.75,486.79,59.96,25.27,77.54,8.72,73.0,38.0,73.0,3.0,21.0,5.0,30.87,28.89,90.0
2026-03-22,25.73,36.02,23.75,18.87,472.38,57.62,25.31,77.38,7.53,80.0,33.0,80.0,3.0,22.0,6.0,22.65,30.87,73.0
2026-03-23,14.78,21.33,17.47,14.95,349.08,65.25,26.05,71.71,10.02,57.0,20.0,57.0,3.0,23.0,0.0,25.73,22.65,80.0
2026-03-24,14.15,23.33,16.5,15.39,368.54,68.42,26.42,75.58,9.64,55.0,22.0,55.0,3.0,24.0,1.0,14.78,25.73,57.0
2026-03-25,20.6,49.87,16.41,13.07,377.38,52.46,26.85,68.5,11.14,69.0,46.0,69.0,3.0,25.0,2.0,14.15,14.78,55.0
2026-03-26,23.66,43.8,21.71,16.14,332.29,53.25,26.74,66.62,9.77,75.0,41.0,75.0,3.0,26.0,3.0,20.6,14.15,69.0
2026-03-27,13.44,20.98,13.38,14.5,344.67,62.04,26.64,74.46,10.78,54.0,19.0,54.0,3.0,27.0,4.0,23.66,20.6,75.0
2026-03-28,8.06,21.6,6.76,8.53,204.54,57.04,26.77,69.88,19.39,34.0,20.0,34.0,3.0,28.0,5.0,13.44,23.66,54.0
2026-03-29,17.89,47.13,7.76,9.53,248.88,110.75,26.49,58.92,18.07,63.0,44.0,63.0,3.0,29.0,6.0,8.06,13.44,34.0
2026-03-30,19.25,42.26,9.36,11.05,276.25,119.96,25.67,53.79,14.56,66.0,39.0,66.0,3.0,30.0,0.0,17.89,8.06,63.0
2026-03-31,23.65,50.0,11.82,12.42,338.29,115.33,25.24,55.0,11.71,75.0,46.0,75.0,3.0,31.0,1.0,19.25,17.89,66.0
2026-04-01,20.74,40.55,14.1,13.85,347.5,100.75,25.82,61.5,11.58,69.0,38.0,69.0,4.0,1.0,2.0,23.65,19.25,75.0
2026-04-02,22.48,59.89,16.88,16.3,388.96,73.46,22.56,81.25,7.5,73.0,53.0,73.0,4.0,2.0,3.0,20.74,23.65,69.0
2026-04-03,15.17,26.47,18.37,19.43,605.83,74.88,21.85,74.42,8.53,57.0,25.0,57.0,4.0,3.0,4.0,22.48,20.74,73.0
